GHCN_ID,Lat,Lon,Elev,State,Name,Probability_of_Snow_Depth_GT_0,Median_of_Snow_Depth_GT_0_inches,Probability_of_Snowfall_GT_0,Median_of_Snowfall_GT_0_inches
USW00014735,42.7431,-73.8092,95.1,NY,ALBANY AP,45%,3,26%,0.8
USC00307484,43.0333,-73.8167,94.5,NY,SARATOGA SPRINGS 4,65%,5,20%,1.5
USC00302574,44.9131,-73.8222,289.6,NY,ELLENBURG DEPOT,79%,5,30%,1
USC00300048,42.6925,-73.8308,89.3,NY,ALBANY NWFO UNIV,48%,4,27%,0.8
USC00302129,41.0072,-73.8344,61,NY,DOBBS FERRY ARDSLEY,26%,2,12%,1.1
USW00014732,40.7794,-73.8803,3.4,NY,NEW YORK LAGUARDIA,12%,3,11%,0.7
USW00014757,41.6267,-73.8842,50.6,NY,POUGHKEEPSIE DUTCHE,31%,3,11%,1.6
USC00305925,43.6611,-73.8969,271.3,NY,NORTH CREEK 5 SE,87%,6,27%,1
USC00301708,43.3203,-73.9256,246.3,NY,CONKLINGVILLE DAM,70%,5,22%,1.4
USW00094728,40.7789,-73.9692,39.6,NY,NEW YORK CNTRL PK T,11%,3,9%,-6666
USC00305796,40.5939,-73.9808,6.1,NY,NY AVE V BROOKLYN,10%,-6666,9%,-6666
USC00304555,44.2444,-73.9855,591.3,NY,LAKE PLACID 2 S,87%,6,39%,1
USC00284931,40.8667,-74.0833,15.2,NJ,LODI,20%,2,12%,0.8
USC00305426,41.7681,-74.155,379.5,NY,MOHONK LAKE,54%,5,20%,1.1
USC00283704,40.7514,-74.1567,7.3,NJ,HARRISON,13%,4,8%,-6666
USC00308906,41.5514,-74.1628,115.8,NY,WALDEN 1 ESE,42%,3,11%,2
USW00014734,40.6825,-74.1694,2.1,NJ,NEWARK INTL AP,13%,3,11%,0.8
USC00300929,43.0508,-74.1981,256,NY,BROADALBIN,70%,5,29%,1.1
USC00309516,42.3031,-74.2011,512.1,NY,WINDHAM 3 E,29%,3,11%,-6666
USC00306062,43.1592,-74.2042,240.8,NY,NORTHVILLE,76%,4,23%,1.3
USC00305714,43.9708,-74.2219,502,NY,NEWCOMB,93%,8,47%,1
USC00280990,39.5656,-74.2453,1.5,NJ,BRANT BEACH BECH HA,4%,-6666,1%,-6666
USC00303970,43.3117,-74.2478,268.2,NY,HOPE,89%,6,26%,1.3
USC00304102,43.755,-74.2692,506,NY,INDIAN LAKE 2SW,90%,9,48%,0.6
USC00304996,44.8419,-74.3081,268.2,NY,MALONE,78%,5,38%,1
USC00282023,40.6669,-74.3231,22.9,NJ,CRANFORD,15%,3,6%,-6666
USC00288899,39.6025,-74.3386,3,NJ,TUCKERTON 2 NE,9%,-6666,6%,-6666
USC00281335,40.7436,-74.3539,54.9,NJ,CANOE BROOK,16%,4,7%,-6666
USC00303319,43.0492,-74.3592,246.9,NY,GLOVERSVILLE,79%,5,29%,1.1
USC00280907,40.9,-74.4,85.3,NJ,BOONTON 1 SE,19%,3,8%,-6666
USC00287079,40.6036,-74.4025,27.4,NJ,PLAINFIELD,12%,-6666,6%,-6666
USC00307799,42.0167,-74.4167,807.7,NY,SLIDE MTN,77%,6,27%,1.4
USC00281582,41.0347,-74.4233,231.6,NJ,CHARLOTTEBURG RESER,22%,3,8%,-6666
USC00301595,42.6667,-74.4333,356.3,NY,COBLESKILL 2 ESE,50%,4,14%,1.7
USC00286055,40.4719,-74.4364,26.2,NJ,NEW BRUNSWICK 3 SE,17%,2,9%,-6666
USC00288402,40.9667,-74.4667,243.8,NJ,SPLIT ROCK POND,20%,4,8%,-6666
USC00286460,41.0042,-74.4989,268.2,NJ,OAK RIDGE RSVR,22%,3,8%,-6666
USC00283951,40.265,-74.5642,30.5,NJ,HIGHTSTOWN 2 W,13%,3,7%,-6666
USW00093730,39.4494,-74.5672,18.3,NJ,ATLANTIC CITY INTL,7%,-6666,6%,-6666
USC00307210,41.5917,-74.6142,387.1,NY,ROCK HILL 3 SW,61%,4,17%,1.4
USC00308160,42.4,-74.6333,542.2,NY,STAMFORD,38%,3,26%,0.8
USC00288194,40.6153,-74.6531,40.8,NJ,SOMERVILLE 4 NW,21%,3,9%,-6666
USC00300254,42.1392,-74.6533,399.3,NY,ARKVILLE 2 W,49%,3,19%,1.2
USC00304647,44.7583,-74.6692,142,NY,LAWRENCEVILLE 3 SW,71%,4,30%,1
USC00286843,39.9708,-74.6828,18.3,NJ,PEMBERTON,11%,-6666,6%,-6666
USC00306774,41.38,-74.6847,143.3,NY,PORT JERVIS,40%,3,16%,1.1
USC00365470,41.3914,-74.7172,139.9,PA,MATAMORAS,40%,3,18%,0.7
USC00287301,40.7369,-74.7322,111.3,NJ,POTTERSVILLE 2 NNW,22%,2,8%,-6666
USC00304731,41.8017,-74.74,481.6,NY,LIBERTY 1 NE,64%,5,18%,2
USC00286177,41.0553,-74.7592,184.4,NJ,NEWTON,36%,3,12%,1.2
USC00284229,39.8144,-74.7883,30.5,NJ,INDIAN MILLS 2 W,12%,-6666,4%,-6666
USC00282805,39.3831,-74.8289,25.9,NJ,ESTELL MANOR,10%,-6666,7%,-6666
USW00094725,44.9358,-74.8458,65.2,NY,MASSENA INTL AP,67%,4,41%,0.7
USC00300668,43.8,-74.8667,536.4,NY,BIG MOOSE 3 SE,89%,9,40%,2
USC00308944,44.1481,-74.9003,460.2,NY,WANAKENA RNGR SCHOO,87%,8,42%,1.5
USC00302036,42.2558,-74.9128,432.8,NY,DELHI 2 SE,60%,4,29%,1
USC00301752,42.7167,-74.9267,383.1,NY,COOPERSTOWN,68%,4,32%,1
USC00281351,38.9536,-74.9358,6.1,NJ,CAPE MAY 2 NW,8%,-6666,5%,-6666
USC00284635,40.3667,-74.9472,20.7,NJ,LAMBERTVILLE,9%,-6666,6%,-6666
USC00305113,42.4694,-75.0106,373.4,NY,EMMONS,61%,4,35%,0.8
USC00308248,43.9,-75.0367,515.1,NY,STILLWATER RSVR,92%,10,50%,1.8
USW00013735,39.3667,-75.0667,21.3,NJ,MILLVILLE MUNI AP,9%,-6666,4%,-6666
USW00014743,44.5772,-75.1097,136.6,NY,CANTON 4 SE,70%,4,36%,1
USC00301424,42.9097,-75.1108,402.3,NY,CHEPACHET,73%,4,26%,1
USC00308936,42.1667,-75.1333,378,NY,WALTON,66%,3,42%,0.9
USC00075320,38.7756,-75.1389,4.6,DE,LEWES,0%,-6666,2%,-6666
USW00014793,40.2,-75.15,110,PA,WILLOW GROVE NAS,17%,2,8%,-6666
USC00289910,39.5461,-75.1644,29.9,NJ,WOODSTOWN PITTSGROV,14%,2,6%,-6666
USC00363758,41.4764,-75.1653,271.3,PA,HAWLEY 1 E,51%,4,17%,1
USC00366886,39.9575,-75.1728,18.3,PA,PHILLY FRANKLIN INS,12%,2,6%,-6666
USC00368596,41.0125,-75.1906,140.2,PA,STROUDSBURG,35%,3,16%,1
USC00180335,38.0722,-75.2128,3,MD,ASSATEAGUE,1%,-6666,1%,-6666
USC00287936,39.4872,-75.22,27.4,NJ,SEABROOK FARMS,11%,2,4%,-6666
USW00013739,39.8683,-75.2311,3,PA,PHILADELPHIA INTL A,8%,-6666,8%,-6666
USC00366762,41.4,-75.2333,414.5,PA,PAUPACK 1 WSW,51%,4,19%,1.1
USC00368400,40.5711,-75.2686,262.1,PA,SPRINGTOWN 1 NNE,27%,3,14%,0.6
USC00361737,40.0744,-75.3178,21.3,PA,CONSHOHOCKEN,10%,-6666,4%,-6666
USC00308670,42.3542,-75.3242,451.1,NY,UNADILLA 2 N,62%,4,24%,1
USC00300785,43.4361,-75.3697,472.4,NY,BOONVILLE 4 SSW,89%,12,54%,1.7
USC00188380,38.2364,-75.3789,9.1,MD,SNOW HILL 4 N,6%,-6666,4%,-6666
USW00094794,43.145,-75.3839,216.7,NY,UTICA ONEIDA CO AP,66%,4,45%,0.8
USW00014717,43.2333,-75.4,158.2,NY,GRIFFISS AFB,67%,3,46%,0.9
USC00365390,39.8253,-75.4283,3,PA,MARCUS HOOK,1%,-6666,2%,-6666
USC00364008,41.3833,-75.4333,417.6,PA,HOLLISTERVILLE,47%,4,16%,2.4
USC00306164,44.7281,-75.4442,85.3,NY,OGDENSBURG 4 NE,66%,4,20%,1.7
USC00367029,41.7394,-75.4464,548.6,PA,PLEASANT MT 1 W,71%,5,21%,1.5
USW00014737,40.6508,-75.4492,118.9,PA,ALLENTOWN INTL AP,24%,2,13%,0.8
USC00369995,40.4667,-75.45,178.3,PA,ZIONSVILLE 3 ESE,22%,2,10%,-6666
USW00093739,37.9406,-75.4631,11.6,VA,WALLOPS ISLAND FLIG,6%,-6666,4%,-6666
USC00304912,43.7975,-75.4817,262.1,NY,LOWVILLE,80%,6,47%,1.1
USC00366681,40.3856,-75.5022,91.4,PA,PALM 3 SE,16%,2,9%,-6666
USC00307705,42.6772,-75.5067,333.8,NY,SHERBURNE,62%,4,35%,0.7
USW00093720,38.3406,-75.5103,14.6,MD,SALISBURY WICOMICO,5%,-6666,4%,-6666
USC00303346,44.3539,-75.5122,128,NY,GOUVERNEUR 3 NW,74%,4,36%,1.1
USC00072730,39.2583,-75.5167,9.1,DE,DOVER,8%,-6666,4%,-6666
USC00306085,42.5117,-75.5197,301.4,NY,NORWICH,61%,4,38%,0.7
USC00303851,43.5753,-75.5208,537.4,NY,HIGHMARKET,92%,14,57%,1.8
USC00365160,41.1192,-75.5481,548.6,PA,LONG POND POCONO LA,51%,4,18%,1.2
USC00073595,38.8161,-75.5761,13.7,DE,GREENWOOD 2NE,8%,-6666,4%,-6666
USC00188000,38.365,-75.5892,3,MD,SALISBURY,3%,-6666,1%,-6666
USW00013781,39.6728,-75.6008,24.1,DE,WILMINGTON NEW CAST,10%,-6666,8%,-6666
USC00368692,41.9478,-75.6047,277.4,PA,SUSQUEHANNA,49%,3,23%,1
USC00360488,40.3783,-75.615,140.2,PA,BECHTELSVILLE 1ENE,3%,-6666,3%,-6666
USW00093729,35.2325,-75.6219,3.4,NC,CAPE HATTERAS AP,2%,-6666,1%,-6666
USC00369464,39.9708,-75.635,114.3,PA,WEST CHESTER 2 NW,18%,2,8%,-6666
USC00364934,40.8222,-75.6961,176.8,PA,LEHIGHTON 1SSW,26%,3,9%,-6666
USW00013766,35.9172,-75.7,4,NC,MANTEO AP,0%,-9999,0%,-6666
USC00303961,43.8525,-75.7158,548.6,NY,HOOKER 12 NNW,92%,13,59%,1.9
USC00305512,42.8417,-75.7264,512.4,NY,MORRISVILLE 6 SW,82%,6,47%,1.1
USW00014777,41.3336,-75.7269,283.5,PA,WILKES-BARRE INTL A,32%,2,24%,0.4
USC00363321,40.0997,-75.7506,152.4,PA,GLENMOORE,21%,2,9%,-6666
USC00076410,39.6694,-75.7514,27.4,DE,NEWARK UNIV FARM,9%,-6666,2%,-6666
USC00189140,38.4875,-75.8211,3,MD,VIENNA,0%,-6666,1%,-6666
USC00446475,37.5831,-75.8217,9.1,VA,PAINTER 2W,5%,-6666,3%,-6666
USC00301110,43.3306,-75.8417,176.8,NY,CAMDEN,78%,5,40%,2
USC00365915,41.8511,-75.8583,432.8,PA,MONTROSE,59%,4,33%,1
USC00361591,39.9847,-75.86,195.1,PA,COATESVILLE 2 W,24%,3,13%,0.7
USC00309000,43.9761,-75.8753,151.5,NY,WATERTOWN,69%,5,36%,1.8
USC00301492,42.5433,-75.8947,320,NY,CINCINNATUS,66%,4,36%,1
USC00364047,40.0789,-75.8975,202.7,PA,HONEY BROOK 2 SSE,17%,2,6%,-6666
USC00300608,43.5217,-75.9525,201.2,NY,BENNETTS BRG,84%,8,43%,2.1
USC00368758,40.7947,-75.9753,281.9,PA,TAMAQUA,36%,3,14%,1
USC00368763,40.85,-75.9833,338.3,PA,TAMAQUA 4 N DAM,37%,3,11%,1.3
USW00004725,42.1997,-75.985,489.5,NY,BINGHAMTON,59%,3,46%,0.7
USC00363632,40.5511,-75.9914,116.7,PA,HAMBURG,21%,2,10%,-6666
USW00094790,43.9922,-76.0217,96.9,NY,WATERTOWN INTL AP,58%,5,42%,1
USW00013769,36.8167,-76.0333,7,VA,OCEANA NAS,1%,-6666,1%,-6666
USC00366508,39.8,-76.05,79.2,PA,OCTORARO LAKE,5%,-6666,3%,-6666
USC00181750,39.2167,-76.0519,12.2,MD,CHESTERTOWN,10%,-6666,5%,-6666
USC00366238,40.075,-76.0717,184.4,PA,NEW HOLLAND 2 SE,17%,3,11%,-6666
USC00308627,42.7603,-76.0803,578.8,NY,TULLY HEIBERG FORES,80%,5,44%,1.2
USW00014771,43.1111,-76.1039,125.9,NY,SYRACUSE HANCOCK IN,58%,4,50%,1.1
USC00367727,41.7833,-76.1167,265.2,PA,RUSHVILLE,38%,3,13%,1.5
USC00365344,40.8344,-76.1353,521.2,PA,MAHANOY CITY 2 N,46%,3,15%,1
USC00368057,41.1831,-76.1489,208.8,PA,SHICKSHINNY 3 N,40%,3,13%,1.1
USC00301799,42.6,-76.1833,344.1,NY,CORTLAND,64%,5,27%,2
USC00187806,38.7144,-76.1897,3,MD,ROYAL OAK 2 SSW,7%,-6666,5%,-6666
USW00013737,36.9033,-76.1922,9.1,VA,NORFOLK INTL AP,1%,-6666,3%,-6666
USC00312719,36.3097,-76.205,2.4,NC,ELIZABETH CITY,0%,-9999,0%,-9999
USC00364763,40.05,-76.2742,82.3,PA,LANCASTER 2NE FLTR,11%,2,5%,-6666
USC00311606,34.9833,-76.3,2.4,NC,CEDAR ISLAND,1%,-6666,1%,-6666
USC00306356,42.0811,-76.3178,246.9,NY,OWEGO 3 WSW,45%,2,16%,1
USC00303050,42.5192,-76.3311,320,NY,FREEVILLE 1 NE,58%,3,27%,1
USW00013702,37.0833,-76.35,3,VA,LANGLEY AFB,2%,-6666,2%,-6666
USC00444600,37.7233,-76.39,18.3,VA,KILMARNOCK 1 N,7%,-6666,2%,-6666
USW00013721,38.3,-76.4167,11.9,MD,PATUXENT RIVER NAS,6%,-6666,4%,-6666
USC00364778,40.1167,-76.4333,109.7,PA,LANDISVILLE 2 NW,19%,2,10%,-6666
USC00368905,41.7511,-76.4431,231.6,PA,TOWANDA 1 S,34%,3,17%,0.5
USC00304174,42.4492,-76.4492,292.6,NY,ITHACA CORNELL UNIV,54%,3,33%,0.8
USC00364896,40.3333,-76.4667,137.2,PA,LEBANON 2 W,15%,3,6%,-6666
USC00306314,43.4622,-76.4933,106.7,NY,OSWEGO EAST,64%,5,52%,1.2
USC00360457,40.8208,-76.4983,309.4,PA,BEAR GAP,19%,2,8%,-6666
USC00366289,39.7342,-76.5039,243.8,PA,NEW PARK,14%,2,8%,-6666
USC00180193,38.9936,-76.5075,7.6,MD,ANNAPOLIS POLICE BR,5%,-6666,2%,-6666
USC00300321,42.9328,-76.5447,234.7,NY,AUBURN,62%,4,36%,1.4
USC00312635,36.0164,-76.5517,3,NC,EDENTON,0%,-6666,1%,-6666
USC00310674,35.5731,-76.5847,0,NC,BELHAVEN 3 NE,1%,-6666,1%,-6666
USC00448192,36.7297,-76.6014,6.7,VA,SUFFOLK LAKE KILBY,3%,-6666,2%,-6666
USC00362013,40.9592,-76.6175,145.7,PA,DANVILLE,23%,2,10%,-6666
USC00301413,42.0025,-76.6383,250.5,NY,CHEMUNG,40%,2,12%,1
USC00316853,35.8722,-76.6592,6.1,NC,PLYMOUTH 5 E,1%,-6666,1%,-6666
USC00186770,38.6833,-76.6667,48.8,MD,OWINGS FERRY LANDIN,9%,-6666,4%,-6666
USW00093721,39.1667,-76.6833,47.5,MD,BALTIMORE WASH INTL,10%,-6666,7%,-6666
USC00185865,38.4617,-76.6992,30.5,MD,MECHANICSVILLE 5 NE,9%,-6666,5%,-6666
USC00449151,37.3017,-76.7039,21.3,VA,WILLIAMSBURG 2 N,3%,-6666,1%,-6666
USC00315830,34.7336,-76.7358,3,NC,MOREHEAD CITY 2 WNW,1%,-6666,0%,-6666
USC00369933,39.9167,-76.75,118.9,PA,YORK 3 SSW PUMP STN,15%,2,7%,-6666
USW00014711,40.1936,-76.7633,95.1,PA,MIDDLETOWN HARRISBU,18%,2,10%,-6666
USC00189070,38.8519,-76.7683,39.6,MD,UPPER MARLBORO 3 NN,9%,-6666,5%,-6666
USC00444044,36.6831,-76.7683,24.4,VA,HOLLAND 1 E,2%,-6666,2%,-6666
USC00310375,35.3872,-76.7764,6.1,NC,AURORA 6 N,0%,-9999,0%,-6666
USC00448894,37.9881,-76.7769,42.7,VA,WARSAW 2 NW,8%,-6666,5%,-6666
USC00449025,37.5658,-76.8,6.1,VA,WEST POINT 2 NW,6%,-6666,4%,-6666
USC00185934,39.7194,-76.8028,262.1,MD,MILLERS 4 NE,22%,3,12%,0.7
USC00310576,35.1311,-76.8161,1.5,NC,BAYBORO 3 SW,1%,-6666,1%,-6666
USC00302610,42.0997,-76.8358,288.6,NY,ELMIRA,40%,2,15%,1
USC00361212,41.6517,-76.8464,347.5,PA,CANTON,36%,2,18%,0.6
USC00367931,40.7831,-76.8617,128,PA,SELINSGROVE 2 S,25%,2,11%,1
USC00368379,39.8692,-76.8636,137.2,PA,SPRING GROVE,18%,2,8%,-6666
USC00189750,39.3333,-76.8667,140.2,MD,WOODSTOCK,18%,2,7%,-6666
USW00013754,34.9,-76.8833,8.8,NC,CHERRY POINT MCAS,2%,-6666,1%,-6666
USW00014778,41.2433,-76.9217,158.5,PA,WILLIAMSPORT,28%,2,19%,0.5
USC00181862,39.2553,-76.9286,112.8,MD,CLARKSVILLE 3 NNE,13%,2,7%,-6666
USC00180700,39.0303,-76.9314,44.2,MD,BELTSVILLE,11%,3,5%,-6666
USC00186350,38.9133,-76.97,15.2,MD,NATL ARBORETUM DC,6%,-6666,4%,-6666
USC00189440,39.5736,-76.9883,228.6,MD,WESTMINSTER,16%,3,6%,-6666
USC00185080,38.5333,-77,42.7,MD,LA PLATA 1 W,14%,5,7%,-6666
USC00448800,36.9839,-77.0078,34.4,VA,WAKEFIELD 1NW,2%,-6666,2%,-6666
USC00307842,43.2078,-77.0128,128,NY,SODUS CTR,58%,5,32%,2
USC00319440,35.8528,-77.0306,6.1,NC,WILLIAMSTON 1 E,1%,-6666,1%,-6666
USC00303184,42.8767,-77.0308,218.8,NY,GENEVA RSCH FARM,57%,3,25%,1
USC00363665,39.7706,-77.0325,170.1,PA,HANOVER 4 SW,20%,2,9%,-6666
USW00013743,38.8483,-77.0342,3,VA,WASHINGTON REAGAN A,8%,-6666,6%,-6666
USC00448829,37.7433,-77.04,15.2,VA,WALKERTON 2 NW,6%,-6666,3%,-6666
USW00093719,35.0678,-77.0481,5.8,NC,NEW BERN CRAVEN CO,2%,-6666,1%,-6666
USC00301787,42.1342,-77.0692,349.6,NY,CORNING,51%,3,30%,0.4
USC00319100,35.5553,-77.0722,3,NC,WASHINGTON WWTP 4W,1%,-6666,1%,-6666
USC00315996,36.4522,-77.0803,30.5,NC,MURFREESBORO,2%,-6666,1%,-6666
USC00304772,42.0636,-77.1467,317,NY,LINDLEY 2N,32%,3,13%,1.6
USC00187705,39.1008,-77.1486,134.1,MD,ROCKVILLE 1 NE,13%,2,6%,-6666
USC00360482,40.7739,-77.1572,164.6,PA,BEAVERTOWN 1 NE,23%,3,6%,-6666
USC00182336,39.2525,-77.2192,213.4,MD,DAMASCUS 3 SSW,20%,2,11%,0.9
USC00362537,39.805,-77.2292,164.6,PA,EISENHOWER NHS,14%,2,6%,-6666
USC00182335,39.2667,-77.2333,220.1,MD,DAMASCUS 2 SW,23%,4,10%,0.9
USC00360656,39.9356,-77.2578,219.5,PA,BIGLERVILLE,20%,2,8%,-6666
USC00448737,38.9,-77.2664,127.4,VA,VIENNA,13%,3,5%,-6666
USC00444101,37.2992,-77.2775,12.2,VA,HOPEWELL,0%,-6666,1%,-6666
USC00182906,39.6811,-77.2914,122.8,MD,EMMITSBURG 2 SE,20%,2,8%,-6666
USW00013773,38.5,-77.3,3,VA,QUANTICO MCAS,7%,-6666,4%,-6666
USC00314144,34.8358,-77.3031,14.3,NC,HOFMANN FOREST,0%,-6666,1%,-6666
USW00013740,37.505,-77.3203,50,VA,RICHMOND INTL AP,6%,-6666,4%,-6666
USC00318706,35.0628,-77.3547,9.1,NC,TRENTON,3%,-6666,2%,-6666
USC00442009,38.2022,-77.3747,67.1,VA,CORBIN,7%,-6666,4%,-6666
USW00093727,34.7,-77.3833,7.9,NC,NEW RIVER MCAF,1%,-6666,1%,-6666
USC00369408,41.7003,-77.3894,554.1,PA,WELLSBORO 4 SW,56%,3,23%,0.9
USC00313638,35.64,-77.3983,9.8,NC,GREENVILLE,1%,-6666,1%,-6666
USC00448129,36.9742,-77.4042,32,VA,STONY CREEK 2 N,5%,-6666,3%,-6666
USC00314456,36.3967,-77.4239,39.6,NC,JACKSON,5%,-6666,3%,-6666
USC00183348,39.4161,-77.4389,115.8,MD,FREDERICK POLICE BR,10%,-6666,3%,-6666
USC00365109,41.1167,-77.45,172.5,PA,LOCK HAVEN SWG PLT,24%,3,10%,-6666
USW00093738,38.9408,-77.4636,88.4,VA,WASHINGTON DC DULLE,10%,-6666,7%,-6666
USC00365790,40.8839,-77.4744,341.4,PA,MILLHEIM,35%,3,10%,1.5
USC00368308,39.8583,-77.4775,463.3,PA,SOUTH MTN,33%,3,8%,-6666
USC00181530,39.6453,-77.4831,490.7,MD,CATOCTIN MTN PARK,30%,3,9%,-6666
USC00308594,42.0667,-77.4833,521.2,NY,TROUPSBURG 4 NE,50%,3,19%,1
USC00440327,37.75,-77.4833,67.1,VA,ASHLAND,9%,-6666,6%,-6666
USC00448084,38.9828,-77.4892,87.8,VA,STERLING RCS,12%,2,7%,-6666
USC00368073,40.05,-77.5167,207.3,PA,SHIPPENSBURG,27%,3,11%,1
USC00318500,35.8847,-77.5386,10.7,NC,TARBORO 1 S,1%,-6666,1%,-6666
USC00442790,36.6983,-77.5597,30.5,VA,EMPORIA 1 WNW,0%,-6666,1%,-6666
USC00364992,40.5864,-77.5692,140.2,PA,LEWISTOWN,22%,2,8%,-6666
USC00314689,35.2975,-77.5722,18.3,NC,KINSTON AG RSCH,0%,-6666,0%,-6666
USC00361354,39.9353,-77.6394,195.1,PA,CHAMBERSBURG 1 ESE,25%,2,9%,-6666
USC00449213,37.3247,-77.6503,91.4,VA,WINTERPOCK 4 W,2%,-6666,2%,-6666
USC00363130,41.7356,-77.6517,410,PA,GALETON,53%,3,25%,1
USC00312827,36.1686,-77.675,33.5,NC,ENFIELD,0%,-6666,1%,-6666
USW00014768,43.1167,-77.6767,162.5,NY,ROCHESTER GTR INTL,54%,3,50%,0.8
USC00303983,42.3489,-77.7044,403.9,NY,HORNELL ALMOND DAM,65%,3,22%,1
USC00367409,41.3297,-77.7381,201.2,PA,RENOVO,32%,2,13%,1
USC00448396,38.8947,-77.7547,161.5,VA,THE PLAINS 2 NNE,14%,3,5%,-6666
USC00300343,42.9203,-77.7558,166.1,NY,AVON,54%,2,25%,1
USC00309425,42.0397,-77.765,530.4,NY,WHITESVILLE,56%,4,20%,1
USC00448888,38.6811,-77.7678,152.4,VA,WARRENTON 3 SE,17%,3,5%,-6666
USC00444768,36.7711,-77.7928,99.1,VA,LAWRENCEVILLE 3 E,1%,-6666,2%,-6666
USC00317395,35.9519,-77.8183,39.6,NC,ROCKY MOUNT,0%,-9999,-5555,-6666
USC00368449,40.7933,-77.8672,356.6,PA,STATE COLLEGE,33%,2,21%,0.6
USC00442142,37.6664,-77.8769,106.7,VA,CROZIER,8%,-6666,3%,-6666
USC00464763,39.3833,-77.8833,167.6,WV,KEARNEYSVILLE,13%,2,6%,-6666
USW00013748,34.2675,-77.8997,10.1,NC,WILMINGTON INTL AP,1%,-6666,1%,-6666
USC00361480,41.0489,-77.9411,423.7,PA,CLARENCE,53%,3,24%,0.7
USC00319476,35.6939,-77.9456,33.5,NC,WILSON 3 SW,0%,-6666,1%,-6666
USC00441322,37.0375,-77.9461,100.6,VA,CAMP PICKETT,6%,-6666,2%,-6666
USC00309072,42.1172,-77.9475,460.2,NY,WELLSVILLE,57%,3,29%,1
USW00013713,35.3444,-77.9647,33.2,NC,GOLDSBORO 4 SE,2%,-6666,2%,-6666
USC00440187,37.345,-77.9781,105.2,VA,AMELIA COURTHOUSE 1,10%,-6666,5%,-6666
USC00310241,36.2911,-77.9822,100.6,NC,ARCOLA,3%,-6666,2%,-6666
USW00013734,39.4019,-77.9844,162.8,WV,MARTINSBURG E WV RG,17%,2,9%,-6666
USC00366649,41.9167,-78,521.2,PA,OSWAYO 1 ENE,60%,3,26%,1
USC00445050,38.0422,-78.0061,128,VA,LOUISA,9%,-6666,4%,-6666
USC00318113,33.9947,-78.0078,6.1,NC,SOUTHPORT 5 N,0%,-9999,0%,-6666
USC00368469,41.4,-78.0167,284.1,PA,STEVENSON DAM,42%,3,13%,1
USC00300183,42.3033,-78.0189,452,NY,ANGELICA,59%,3,26%,1
USC00306745,42.5697,-78.04,356,NY,PORTAGEVILLE,55%,3,28%,1.4
USC00319423,34.6611,-78.0456,16.8,NC,WILLARD 4 SW,1%,-6666,1%,-6666
USC00368145,41.3203,-78.0958,249.9,PA,SINNEMAHONING,39%,3,18%,1
USC00449186,39.1833,-78.1167,207.3,VA,WINCHESTER 7 SE,13%,2,4%,-6666
USC00446712,38.2322,-78.1203,158.5,VA,PIEDMONT RSCH STN,12%,2,7%,-6666
USC00449181,39.1881,-78.1514,219.5,VA,WINCHESTER,18%,2,7%,-6666
USC00300443,43.0303,-78.1692,278.3,NY,BATAVIA,50%,3,24%,2
USC00443466,38.0861,-78.1825,140.2,VA,GORDONSVILLE 3 S,11%,3,6%,-6666
USC00369714,40.4667,-78.2,257.6,PA,WILLIAMSBURG,29%,3,9%,-6666
USC00300766,42.1225,-78.2064,545.6,NY,BOLIVAR,66%,4,42%,0.8
USC00366921,40.8728,-78.2161,524.3,PA,PHILIPSBURG 2 S,56%,3,35%,0.5
USC00369022,40.6644,-78.2192,271.3,PA,TYRONE,32%,2,12%,1
USC00308962,42.6856,-78.2203,554.7,NY,WARSAW 6 SW,75%,6,41%,2
USC00447985,38.6553,-78.2272,228.6,VA,SPERRYVILLE,17%,2,8%,-6666
USC00362629,41.5067,-78.2275,317,PA,EMPORIUM,44%,3,24%,0.6
USC00303065,42.1378,-78.2372,499.9,NY,FRIENDSHIP 7 SW,64%,5,32%,1.7
USC00307329,42.3942,-78.2517,469.4,NY,RUSHFORD,63%,5,29%,1.7
USC00367846,40.2172,-78.2539,253,PA,SAXTON 1W,14%,4,4%,-6666
USC00446491,37.8142,-78.2644,125,VA,PALMYRA 3S,6%,-6666,4%,-6666
USC00311881,35.0247,-78.2758,48.2,NC,CLINTON 2 NE,2%,-6666,1%,-6666
USC00367103,41.8158,-78.2875,449.6,PA,PORT ALLEGANY,50%,3,27%,1
USC00315123,36.1028,-78.3039,79.2,NC,LOUISBURG,1%,-6666,1%,-6666
USW00014736,40.2964,-78.3203,451.1,PA,ALTOONA BLAIR CO AP,30%,2,13%,1
USC00317994,35.5164,-78.3458,45.7,NC,SMITHFIELD,0%,-6666,1%,-6666
USC00362721,40.0136,-78.3653,304.8,PA,EVERETT,24%,4,7%,-6666
USC00441585,37.0322,-78.3819,179.8,VA,CHARLOTTE COURT HOU,3%,-6666,2%,-6666
USC00442941,37.3264,-78.3864,137.2,VA,FARMVILLE 2 N,7%,-6666,3%,-6666
USC00300220,42.5333,-78.4167,481.6,NY,ARCADE,69%,6,34%,2
USC00445700,38.0111,-78.4494,231,VA,MONTICELLO,7%,-6666,4%,-6666
USC00306196,42.0736,-78.4517,432.8,NY,OLEAN,57%,3,32%,1
USC00303025,42.3297,-78.4633,484.6,NY,FRANKLINVILLE,70%,5,38%,2
USC00311820,35.6408,-78.4633,91.4,NC,CLAYTON WTP,1%,-6666,1%,-6666
